> Parametros
Geracoes 10000
Individuos 1000
Probabilidade Mutacao 0.1
PMax 1.0
PMin -1.0
Peso cruzamento (w) 0.5


> Treinamento: 

MSE: 0.10074233626180916
Taxa Acerto: 76.57894736842105


target	 y
0.0	-0.1297022486810278
1.0	1.1946594919638556
0.0	-0.2298919326548573
0.0	0.6525602770855203
0.0	0.16643903570585233
1.0	0.03804619263236342
0.0	-0.0036784546245409167
0.0	1.204722018165394
0.0	0.4409694619239707
1.0	0.28365194823932766
1.0	0.6641513867504154
0.0	0.7303576477017296
1.0	1.074490260784053
1.0	0.27238055734807354
0.0	-0.08852302666835321
0.0	0.035854167836303685
0.0	0.21176721296973394
1.0	0.5199004637664736
1.0	0.573452252175019
0.0	0.4941091329236057
0.0	0.040591328320552233
0.0	0.06245350696902319
0.0	-0.22378604694850296
0.0	0.06689656503871183
0.0	-0.0951581095341017
1.0	0.7859406659231721
0.0	0.12134595278288318
1.0	0.4787644895665052
0.0	0.1915088538842813
0.0	0.12437750564165456
0.0	-0.11175393053892974
0.0	0.6276075375046307
1.0	0.26515820639511706
0.0	0.7528670396568893
1.0	0.018199952108765682
0.0	0.693503467207527
0.0	-0.28594514036596863
0.0	-0.09351150957835005
0.0	-0.1139297276540755
0.0	0.24359013016120618
1.0	0.839331659693656
0.0	0.012682271635452824
0.0	0.49872827766448113
0.0	0.047520513600860625
0.0	-0.1297022486810278
0.0	0.40807192427491373
0.0	0.3358503046559092
0.0	-0.08715430144624753
1.0	0.8233830512464945
1.0	1.0429776740919765
0.0	0.21284183537335793
0.0	-0.09711503958532719
1.0	0.7065975462678372
0.0	0.21343004060639964
0.0	0.09231949370534809
0.0	0.23329250921483313
0.0	0.25159393784513845
0.0	0.4033775430304545
0.0	0.49101857393722603
1.0	0.6029223487794256
1.0	0.9541012257984182
0.0	0.036736475483905184
0.0	0.5019359167905175
0.0	0.12981994995648427
0.0	0.3305677189274308
1.0	0.45613755003696765
1.0	0.5130730653956803
0.0	0.27919266403084225
1.0	0.37299858602255415
0.0	0.1722670454815436
1.0	0.6261960322937133
1.0	0.16970568290553617
1.0	1.0848621803391536
0.0	0.2778401668935724
1.0	0.6041577665701339
1.0	0.3975982147113146
0.0	0.16667413045068658
0.0	0.025658334952389783
1.0	0.2203002182169822
0.0	0.4457646948781505
0.0	0.10363272938561952
0.0	0.6638145046921443
1.0	0.3463402399543832
1.0	0.5110571288129249
0.0	0.2363668420624161
0.0	0.2197710210575881
1.0	0.18937583675794722
0.0	0.26889504308446943
0.0	0.2653933011399513
0.0	0.4382320118836812
0.0	-0.24239733790920898
0.0	0.15862754237402082
1.0	0.6397012927700444
0.0	0.0699118898126474
0.0	0.010196144020911457
1.0	0.6158231755927791
0.0	0.1544785871228137
0.0	-0.06558622521233665
0.0	0.0530219663932594
1.0	0.6371561570818555
0.0	-0.44995674499000765
1.0	0.35190070082042924
0.0	-0.02274417556299646
1.0	-0.245060020767854
0.0	0.7509101096056638
0.0	0.16134876432947476
0.0	0.3172975531959339
1.0	0.2626720787805755
0.0	0.45649066052517473
0.0	-0.21211970118394613
0.0	0.7102925408632335
0.0	0.2540210577899542
1.0	0.2373662287114789
1.0	0.40049552528399457
0.0	-0.35479832431890834
0.0	0.28093072587995194
1.0	0.24258980636631
1.0	0.7036250018866347
0.0	0.38100239370648653
1.0	0.6158821836664264
0.0	0.07406084506385441
0.0	0.08568441083959966
1.0	0.8389623207755125
0.0	-0.004736849347251049
1.0	0.49263861963904076
0.0	0.04143085597934226
0.0	0.19736341716488726
0.0	0.2466054549351417
0.0	0.15620042242920507
1.0	1.1258063080109157
1.0	0.1962622412563486
0.0	0.8043758705577917
0.0	-0.034426749412389046
0.0	0.20981028291850845
0.0	1.0739020555510117
0.0	-0.13716063152465202
0.0	0.07069240980171143
0.0	0.4202836937415831
0.0	-0.004736849347251049
0.0	-0.1529169248706903
1.0	0.7153075753321055
1.0	0.692387002709947
0.0	0.28862420501052777
0.0	-0.010548632235123645
0.0	0.2908162298065875
0.0	0.659077343803974
0.0	-0.30118846382960507
1.0	0.9213217023506167
0.0	0.24685677736088985
0.0	0.16281880904112273
0.0	0.12472967898402826
1.0	0.7087895714678186
1.0	1.0955291398585696
1.0	0.848335790827384
0.0	0.5954905178985987
1.0	0.7467183739617231
1.0	1.0974270622400693
0.0	0.39979023991129614
0.0	0.4394827225006094
1.0	0.6483523137606659
1.0	0.32898012550320915
0.0	0.190728334299139
0.0	0.6132789770504236
0.0	0.13207098323011307
0.0	0.4453962938548628
0.0	0.04164972304326242
1.0	0.3796498973182387
0.0	0.6034943255825308
0.0	0.01956867767597159
0.0	0.12052265280500746
1.0	0.39527194762916357
0.0	0.15915673953341491
1.0	1.2012945748296038
1.0	0.9350782852526963
1.0	-0.18070843398141173
0.0	0.4289927872021355
0.0	0.21591616822094095
0.0	0.3949940721024223
0.0	-0.3331131690835363
0.0	0.6312272955964434
0.0	0.13680814371436162
0.0	0.5896944941187233
0.0	0.2220220539272953
1.0	0.15909773145976763
0.0	0.46572895154904315
1.0	0.5007442157893539
1.0	0.26682009688594915
1.0	1.2149759219771221
0.0	-0.11975773822286212
1.0	0.10478258634678794
0.0	0.26100925114391005
0.0	0.5938439179428469
1.0	0.5211786615459936
0.0	0.19820294482367723
0.0	0.4241385461743084
0.0	0.5980356535867875
1.0	0.5003320972274993
0.0	0.06855939267537736
0.0	0.32624267700503695
1.0	0.8567345522464236
1.0	0.6466304780503526
0.0	-0.09930706478530865
0.0	-0.05617091231748689
1.0	0.01207783872149737
1.0	1.0974270622400693
1.0	0.8169830631255802
1.0	0.0760340031999156
0.0	0.40834979825953743
0.0	0.19874836966398524
1.0	0.33549719416770196
0.0	0.030101392618156753
0.0	0.17616421052718084
0.0	0.050241735960236344
0.0	0.40902853053124283
0.0	0.2183432881657567
1.0	0.18700678814486693
1.0	-0.039045893749342975
1.0	0.20010086720517684
0.0	0.9901158782299094
0.0	0.043269771036216764
1.0	0.634980360715732
1.0	0.9014164537533716
0.0	-0.26136173895420045
0.0	-0.0271282255590376
0.0	0.21259051294760972
0.0	0.028085454493283868
0.0	0.7442160186662677
0.0	-0.08936255432714305
0.0	0.11003271750653365
0.0	0.07703338984897828
1.0	-0.05586058181809128
0.0	0.00853331638424587
0.0	0.46431791336892514
1.0	0.08621360840291564
0.0	0.2722797048893305
0.0	0.05131635836386039
0.0	0.21562206580638116
0.0	0.4417765350140278
0.0	-0.08282925952385362
0.0	0.058187004547359866
0.0	0.3600215871019009
0.0	0.06879448742021171
1.0	0.7484820525150143
0.0	0.25983284067782686
0.0	-0.10439733575776461
0.0	0.03477954543267975
0.0	0.24511871396966295
1.0	0.0906728944986186
0.0	-0.19470058020124226
0.0	0.42993410292338446
0.0	0.6779079704015168
0.0	-0.14326651723100636
1.0	0.9565711257320456
0.0	0.15363905946402395
1.0	0.6202081627346538
0.0	0.09202539129078818
1.0	0.24658922650520548
1.0	0.054171824147523195
1.0	0.8861303498970018
1.0	0.8822754970603546
0.0	-0.013446878411519703
0.0	0.003855163973644715
0.0	0.015462502068475992
0.0	0.08284517273685088
0.0	0.2944197602174865
0.0	0.16833695808735216
0.0	-0.05646501473204685
1.0	0.6822492400048248
0.0	0.49465455776391354
1.0	0.5741737640904359
0.0	-0.11287133293136553
1.0	1.069752163153971
0.0	0.474690302245965
0.0	0.1569057066637078
0.0	0.06773609269750169
1.0	0.15471368146372627
0.0	-0.16596822353826696
1.0	1.0284558621398352
1.0	-0.03179015108182015
1.0	0.08570063772741854
1.0	0.23873495352966279
1.0	0.24820927490208156
0.0	0.056952054580546196
0.0	0.10754658989199223
0.0	0.22386096823514756
1.0	1.17694626816267
0.0	-0.06642575287112645
0.0	0.3800615465581545
1.0	0.2893884969147562
0.0	0.43343584486790265
1.0	-0.07394314378839806
0.0	0.7102010766787358
0.0	0.06245350696902319
0.0	-0.18225371444762112
1.0	0.9005179180209344
0.0	1.1449472647039327
0.0	0.10008820704836807
1.0	0.4259774604821609
0.0	-0.18783040259065947
1.0	0.9217491114475517
1.0	0.6466304780503526
0.0	-0.09930706478530865
0.0	-0.05617091231748689
1.0	0.01207783872149737
1.0	1.0974270622400693
1.0	0.8169830631255802
1.0	0.0760340031999156
0.0	0.40834979825953743
0.0	0.19874836966398524
1.0	0.33549719416770196
0.0	0.030101392618156753
0.0	0.17616421052718084
0.0	0.050241735960236344
