> Parametros
Geracoes 10000
Individuos 10
Probabilidade Mutacao 0.001
PMax 1.0
PMin -1.0
Peso cruzamento (w) 0.9


> Treinamento: 

MSE: 0.2146894031666836
Taxa Acerto: 77.36842105263158


target	 y
0.0	-0.7451290663963881
1.0	1.1771984756668243
0.0	-0.6675429694145333
0.0	0.44825042885224775
0.0	-0.43575233408005876
1.0	-0.37164328041444517
0.0	-0.6767760334557473
0.0	0.8892615311037422
0.0	0.2269058487163913
1.0	-0.025426647107724243
1.0	-4.3065705713285496E-4
0.0	0.6480627074609897
1.0	0.8369038768196742
1.0	-0.17486198992332613
0.0	-0.7062834806940149
0.0	-0.38198426050343803
0.0	-0.36530110480250966
1.0	0.5759558840262451
1.0	0.24200346085770263
0.0	0.04668017626034793
0.0	-0.46742802749940693
0.0	-0.49589760853406795
0.0	-0.6146726623531744
0.0	-0.5228166699010975
0.0	-0.6897053994159782
1.0	0.8029898873750732
0.0	-0.5171272467547982
1.0	0.06403351702883331
0.0	-0.20944113310771084
0.0	-0.2990238042690816
0.0	-0.8161279737166816
0.0	0.3062175896329413
1.0	-0.22071490497741864
0.0	0.4549426936234344
1.0	-0.36951005881208376
0.0	0.677500104168351
0.0	-0.8006227839077042
0.0	-0.9456515859791805
0.0	-0.4907333988140835
0.0	-0.2507700295716966
1.0	0.9475760864467584
0.0	-0.5394297764445876
0.0	0.05643845441461104
0.0	-0.542530814406383
0.0	-0.7451290663963881
0.0	-0.08446400267827969
0.0	0.01752282033027308
0.0	-0.5679694066366872
1.0	0.6565030794098332
1.0	0.9995836516382468
0.0	-0.16846232580297626
0.0	-0.7109700622154274
1.0	0.6076666020909851
0.0	-0.285511736374121
0.0	-0.40263119678943815
0.0	0.04809059770184243
0.0	-0.12903403747913944
0.0	-0.3823568135257124
0.0	-0.12382224115794438
1.0	0.8247321776196888
1.0	1.0227489232645794
0.0	-0.557558376703522
0.0	0.3112192357348862
0.0	-0.4172386200831536
0.0	-0.16332058001268712
1.0	0.2626153718782498
1.0	0.22012107017133675
0.0	-0.3342431385833442
1.0	-0.07043928415496947
0.0	0.011378230699482739
1.0	0.5512400934856874
1.0	-0.2285725749915326
1.0	1.0056581892092509
0.0	-0.1368216569623475
1.0	0.5430323343123222
1.0	0.17771928223829137
0.0	-0.44667601679051505
0.0	-0.5140612333717218
1.0	-0.3130135003626143
0.0	0.2733414685408886
0.0	-0.4570520221449609
0.0	0.44143062572847414
1.0	0.09107508756961757
1.0	0.24645743175257806
0.0	-0.11714253772251504
0.0	-0.2435651120232185
1.0	-0.2673831361151865
0.0	-0.035382511309804965
0.0	-0.23163858768787482
0.0	-0.049722298711530444
0.0	-0.8044990813599486
0.0	-0.18507543165973228
1.0	0.5071602482191577
0.0	-0.640448783093706
0.0	-0.4912460515913748
1.0	0.5619661879993847
0.0	-0.2166810752349082
0.0	-0.537914282042409
0.0	-0.7083466517654702
1.0	0.602944995304119
0.0	-0.9887761762220341
1.0	-0.12234177202121876
0.0	-0.41927932791164735
1.0	-0.7032524925763918
0.0	0.4336780308239856
0.0	-0.24418283991013512
0.0	-0.13016441745661367
1.0	-0.17253118012420599
0.0	0.1564896440175616
0.0	-0.7752192162561193
0.0	0.9968551666987255
0.0	-0.1296167394138692
1.0	-0.20843829148282356
1.0	0.15528921634485648
0.0	-0.9223938012657145
0.0	0.033680760455944814
1.0	0.020006131091885537
1.0	0.3419621380602531
0.0	0.051296707937588115
1.0	0.5143651657676358
0.0	-0.6088431395185301
0.0	-0.3860531155114014
1.0	0.717966259382528
0.0	-0.5378792574636898
1.0	0.33930370234484264
0.0	-0.25966556578941713
0.0	-0.4813826983274865
0.0	-0.36840214276430505
0.0	-0.18449272972500252
1.0	1.0554274583088148
1.0	0.04085065267229737
0.0	0.9561389661071487
0.0	-0.5944683296870269
0.0	-0.3865657676019588
0.0	0.9539532873908194
0.0	-0.6005778918367503
0.0	-0.3850852984652334
0.0	0.021276608608763015
0.0	-0.5378792574636898
0.0	-0.5192380044274639
1.0	0.5171511391488992
1.0	0.6845174961089455
0.0	-0.1217940946652083
0.0	-0.6492742694672542
0.0	-0.11145311457621543
0.0	0.5268743920377092
0.0	-1.1244668391426709
1.0	0.6161770245707348
0.0	-0.043590270483170546
0.0	-0.44706616254299325
0.0	-0.22566912522649618
1.0	0.6180075828667115
1.0	0.9364073897533483
1.0	0.7985359186291392
0.0	0.25021122003106777
1.0	0.7854089644721496
1.0	1.0052730754712806
0.0	0.1880602630140178
0.0	0.1837938219582369
1.0	0.46424580750882094
1.0	0.045024582169824745
0.0	-0.46480461704944953
0.0	0.47827052818107263
0.0	-0.45449866153917606
0.0	-0.13574876549328785
0.0	-0.6063248034914644
1.0	0.2487181894919126
0.0	0.37194721212362514
0.0	-0.23119598550816223
0.0	-0.38915415347319693
1.0	-0.07315520622985261
0.0	-0.254523819999128
1.0	1.160620394388788
1.0	0.8969090515853391
1.0	-0.5967015943845059
0.0	0.11024155471889219
0.0	-0.33369546122733384
0.0	0.321105052175064
0.0	-0.8080603142316609
0.0	0.40727162154751295
0.0	-0.539942428535145
0.0	0.5642919664707313
0.0	-0.28082515416597476
1.0	-0.20692279776737887
0.0	0.17600620247502885
